客户ID,产品_1,产品_2,产品_3,产品_4,产品_5,产品_6,产品_7,产品_8,产品_9,产品_10,产品_11,产品_12
"K240820","T","T","F","F","F","F","F","F","T","T","F","F"
"K204550","T","T","T","T","F","F","F","F","F","F","T","T"
"K240870","T","F","T","T","F","F","F","T","F","T","F","F"
"K204560","T","T","T","T","F","F","F","T","T","F","F","F"
"K128510","T","T","T","T","T","T","T","F","F","F","F","F"
"K240670","T","F","F","T","F","F","F","F","T","F","F","F"
"K240890","T","F","T","T","F","T","F","F","F","F","F","F"
"K240490","T","F","T","T","F","F","F","F","F","F","F","F"
"K153590","T","F","T","T","T","F","T","F","F","F","F","F"
"K240580","T","T","F","T","F","F","F","T","F","F","F","F"
"K204530","T","T","T","T","F","F","T","F","F","F","F","F"
"K110100","T","T","T","T","F","F","F","T","F","F","T","T"
"K204580","T","T","T","T","T","T","T","T","F","F","F","F"
"K240600","T","T","T","F","F","F","T","F","F","F","F","T"
"K240920","T","F","F","T","F","F","F","T","F","F","F","T"
"K240330","T","F","F","T","F","F","F","F","F","F","F","F"
"K153690","T","T","F","T","F","F","F","F","F","F","T","T"
"K240390","T","F","F","T","F","F","F","F","F","F","F","F"
"K153810","T","T","F","T","T","F","F","F","F","F","T","F"
"K115620","T","F","F","F","T","T","T","F","T","T","F","F"
"K240220","T","T","T","F","F","F","F","T","F","F","F","F"
"K240410","T","T","T","F","T","F","T","F","F","F","F","F"
"K204600","T","T","T","T","F","F","F","F","F","F","F","F"
"K128430","T","F","T","T","F","F","F","F","F","F","F","F"
"K204730","T","T","T","T","F","T","T","T","F","T","T","T"
"K153600","T","T","T","F","F","T","T","F","F","F","T","F"
"K103360","T","T","T","F","T","T","T","T","F","F","T","F"
"K204520","T","F","F","F","F","F","F","T","T","F","T","F"
"K204990","T","T","F","T","F","F","F","F","F","F","T","T"
"K240460","T","F","T","T","F","F","T","F","F","F","F","F"
"K240940","T","F","T","T","F","F","F","T","F","T","F","T"
"K242020","T","T","F","T","T","F","T","F","F","F","F","F"
"K243550","T","F","T","F","F","F","F","F","F","F","F","F"
"K239850","T","F","F","T","F","F","F","F","F","T","F","F"
"K204400","T","T","T","F","F","F","F","T","T","T","F","F"
"K239960","T","F","F","F","F","F","F","F","F","F","F","F"
"K204410","T","T","T","T","T","F","F","F","T","T","F","F"
"K153490","T","T","T","T","F","F","F","F","F","F","F","F"
"K239810","T","T","T","F","F","F","F","F","F","F","F","F"
"K240000","T","T","T","F","F","F","F","F","F","F","F","F"
"K239700","T","T","T","F","F","F","F","F","F","F","F","F"
"K153520","T","T","F","T","F","F","F","F","F","F","F","F"
"K239770","T","F","T","F","T","F","F","F","F","F","F","F"
"K204390","T","T","T","T","T","T","F","F","T","T","F","T"
"K117810","T","F","T","T","F","F","F","F","F","F","F","F"
"K204420","T","T","T","T","F","F","F","T","F","F","F","F"
"K239790","T","T","T","F","F","F","T","F","F","F","F","F"
"K240010","T","F","T","T","F","F","F","F","F","F","F","F"
"K239560","T","F","T","T","F","F","F","F","F","F","F","F"
"K204350","T","T","T","T","T","T","T","F","F","F","T","T"
"K239590","T","F","F","T","F","F","F","F","F","F","F","F"
"K204370","T","F","T","T","F","F","F","F","F","F","F","F"
"K119930","T","T","T","T","T","F","T","F","F","F","F","T"
"K239420","T","F","F","F","F","F","F","F","F","F","F","F"
"K239660","T","T","T","F","F","F","F","F","F","F","F","T"
"K204430","T","T","T","F","F","F","F","T","F","T","F","F"
"K153470","T","T","T","T","T","T","T","T","T","T","T","T"
"K239200","T","F","T","T","T","T","F","F","F","F","F","F"
"K153530","T","T","F","T","T","T","T","F","F","F","T","T"
"K109080","T","F","T","T","F","F","F","T","T","T","F","F"
"K204380","T","F","F","T","T","T","T","F","F","F","T","T"
"K239230","T","F","F","F","F","F","F","F","F","F","T","F"
"K239670","T","F","T","F","F","F","F","F","F","F","F","F"
"K240070","T","T","F","T","F","F","F","F","F","F","T","F"
"K239000","T","T","F","F","T","F","T","F","F","T","F","F"
"K204290","T","T","T","T","F","F","F","F","F","F","F","T"
"K239020","T","T","F","F","F","F","F","F","F","F","F","F"
"K204300","T","F","T","T","F","F","F","F","T","F","F","F"
"K153440","T","T","F","T","F","F","F","T","T","T","T","T"
"K238990","T","F","F","F","F","F","F","T","F","T","F","F"
"K239030","T","T","F","T","F","F","F","F","F","F","F","F"
"K238890","T","F","F","F","F","F","F","F","F","F","F","F"
"K153450","T","F","T","T","F","T","T","T","T","T","T","F"
"K238940","T","T","T","F","F","F","F","T","T","F","F","F"
"K204270","T","T","T","F","T","T","F","F","F","F","F","F"
"K109230","T","F","F","T","T","F","F","T","T","T","F","F"
"K204320","T","T","T","T","F","F","T","F","F","F","F","F"
"K238960","T","F","T","F","F","F","F","F","F","F","F","F"
"K239150","T","T","T","F","F","F","F","F","T","F","F","F"
"K238730","T","F","F","F","T","T","F","F","F","F","F","F"
"K153550","T","T","T","T","F","T","T","T","F","F","F","F"
"K238750","T","F","F","F","F","F","F","F","F","F","T","F"
"K204220","T","F","T","T","F","T","T","T","T","F","F","T"
"K116650","T","T","T","T","F","F","F","F","F","T","T","T"
"K238710","T","F","F","T","F","F","F","F","T","T","F","F"
"K238770","T","T","T","F","F","F","F","F","F","F","T","F"
"K204330","T","T","T","T","F","F","F","F","F","F","F","F"
"K128360","T","T","F","F","F","F","F","F","F","F","F","F"
"K204450","T","T","T","T","F","F","F","F","F","F","F","T"
"K153460","T","T","T","T","F","T","F","F","F","F","F","F"
"K104160","T","T","T","T","T","T","T","F","F","F","T","T"
"K204250","T","T","F","F","F","F","F","T","T","T","F","F"
"K238680","T","F","T","T","F","F","F","F","F","F","F","F"
"K238790","T","T","T","T","F","F","F","F","F","F","F","F"
"K239170","T","T","T","F","F","F","F","F","F","F","F","F"
"K240130","T","F","T","T","F","F","F","F","F","F","F","F"
"K238440","T","F","T","F","F","F","F","F","F","F","F","F"
"K204140","T","T","T","F","T","T","T","T","F","F","F","T"
"K238480","T","T","T","F","T","F","T","F","F","F","F","F"
"K204160","T","T","T","T","F","F","F","T","T","F","F","F"
"K130450","T","T","T","T","F","F","F","T","T","T","F","F"
"K238420","T","T","T","F","F","F","F","F","F","F","F","F"
"K238520","T","T","F","T","F","F","F","F","F","F","F","T"
"K238130","T","T","F","T","F","F","F","F","F","F","F","F"
"K132460","T","T","T","T","T","F","F","T","T","T","F","F"
"K238190","T","T","F","T","F","F","F","F","F","F","F","F"
"K204110","T","T","F","T","F","T","T","F","F","F","T","T"
"K115630","T","T","T","T","F","F","F","F","F","F","F","F"
"K204190","T","T","T","T","T","T","T","T","T","F","F","F"
"K238380","T","T","F","T","F","F","F","F","F","F","F","F"
"K238530","T","F","T","T","F","F","F","F","F","F","F","F"
"K237700","T","F","T","F","F","F","F","T","F","F","F","F"
"K204080","T","T","F","F","F","F","F","F","F","F","T","T"
"K237940","T","T","F","T","F","F","F","F","T","F","F","F"
"K204090","T","T","T","T","F","F","F","F","F","F","T","F"
"K115750","T","T","T","T","T","T","T","F","T","T","F","F"
"K237670","T","F","F","T","T","F","F","F","F","F","F","F"
"K238020","T","T","F","T","F","F","F","F","F","F","F","T"
"K204200","T","T","T","F","F","F","F","T","T","T","F","F"
"K129320","T","F","T","T","F","T","F","F","F","F","F","T"
"K237650","T","F","F","F","F","F","F","F","F","F","F","F"
"K136900","T","F","T","T","T","T","T","F","F","F","F","F"
"K104630","T","T","F","T","F","F","F","F","F","F","F","F"
"K204100","T","F","T","T","F","T","T","T","T","F","F","F"
"K237660","T","F","T","F","F","F","T","F","T","F","F","F"
"K238100","T","T","F","F","T","T","F","F","F","F","F","F"
"K238580","T","F","F","T","F","T","F","F","F","F","F","F"
"K237480","T","F","F","F","F","F","F","F","F","F","F","F"
"K155420","T","T","F","T","F","T","F","F","F","F","F","F"
"K237490","T","T","T","F","F","F","F","T","F","F","F","F"
"K157550","T","T","F","F","F","F","F","F","T","T","F","F"
"K128370","T","T","T","T","F","T","F","F","F","F","F","F"
"K237380","T","F","F","T","F","F","F","T","T","F","F","F"
"K237530","T","T","F","T","F","F","F","F","T","T","F","T"
"K349560","T","T","T","T","F","F","F","F","T","T","F","F"
"K128520","T","T","T","T","F","F","F","F","F","F","F","F"
"K237200","T","T","T","F","T","T","T","F","F","F","F","T"
"K154300","T","F","T","T","F","F","F","T","T","F","F","F"
"K106240","T","T","T","F","F","F","T","F","F","F","F","F"
"K161810","T","T","T","T","F","F","F","F","F","F","T","T"
"K237220","T","F","T","T","F","F","F","F","F","F","F","F"
"K237550","T","T","T","F","F","F","F","F","F","F","F","F"
"K206030","T","F","T","T","F","F","F","F","F","F","T","T"
"K153430","T","T","T","T","F","F","T","T","F","T","T","T"
"K208170","T","T","T","F","F","F","F","F","F","F","F","F"
"K153580","T","T","T","F","F","F","T","F","F","F","T","T"
"K109470","T","T","T","T","F","F","F","F","F","F","F","F"
"K205030","T","T","T","T","F","F","F","F","F","F","F","F"
"K398200","T","T","T","T","F","F","F","T","T","T","T","T"
"K170110","T","T","T","T","T","T","T","T","T","T","T","T"
"K116040","T","F","T","T","T","T","T","F","F","F","F","F"
"K204210","T","T","T","T","F","F","F","T","F","T","F","F"
"K128750","T","T","T","F","F","T","T","T","T","T","F","F"
"K102610","T","T","F","T","F","F","F","T","F","T","F","F"
"K153830","T","T","T","T","F","F","F","T","F","F","F","F"
"K204510","T","F","T","T","F","F","F","F","F","F","F","F"
"K406800","T","T","T","T","F","F","F","T","F","F","F","F"
"K237600","T","T","F","T","F","F","F","F","T","T","F","F"
"K238670","T","F","T","T","F","F","F","F","F","F","T","F"
"K240210","T","T","F","F","F","F","F","F","F","F","F","F"
"K243560","T","F","T","T","F","F","F","F","F","F","F","F"
"K251260","T","T","T","F","F","F","F","F","F","F","F","F"
"K388250","T","T","T","F","F","F","F","F","F","F","F","F"
"K396600","T","F","T","T","F","F","F","F","T","T","F","F"
"K396630","T","T","T","F","T","T","T","F","F","F","F","F"
"K396640","T","F","T","T","F","F","F","F","F","F","F","T"
"K236510","T","T","F","T","F","F","F","F","F","F","F","F"
"K203890","T","F","T","T","T","T","T","F","F","F","F","F"
"K236570","T","T","T","F","F","F","F","T","F","T","F","T"
"K203910","T","T","T","T","F","F","F","F","F","F","F","F"
"K153260","T","T","T","F","F","F","F","F","F","F","F","F"
"K236480","T","T","T","F","F","F","F","F","F","F","F","F"
"K236610","T","T","T","F","F","F","F","F","F","F","T","F"
"K236400","T","T","F","T","F","F","T","F","F","T","F","F"
"K153280","T","F","T","T","F","F","F","F","F","F","T","F"
"K236420","T","T","T","F","F","F","F","F","F","F","F","F"
"K203870","T","T","T","F","F","F","F","T","T","F","T","T"
"K128200","T","F","T","F","T","T","T","T","F","F","F","F"
"K203920","T","F","T","T","F","F","F","F","F","F","F","F"
"K236470","T","F","F","F","F","F","F","F","F","F","F","T"
"K236690","T","T","T","F","F","F","F","F","F","F","F","F"
"K236270","T","F","F","F","F","F","F","F","F","F","F","T"
"K203840","T","T","T","T","F","F","F","F","F","T","T","F"
"K236290","T","F","F","F","F","F","F","F","F","F","F","F"
"K203850","T","T","T","T","T","T","T","F","F","F","T","T"
"K128220","T","T","T","T","F","F","F","F","F","F","F","F"
"K236200","T","F","F","T","F","F","F","F","F","F","F","F"
"K236340","T","T","F","T","T","F","T","F","F","F","F","F"
"K203940","T","T","F","T","F","F","F","F","F","F","T","T"
"K153220","T","T","T","T","F","F","F","F","F","T","F","F"
"K236090","T","T","F","F","F","F","F","F","T","T","F","F"
"K153290","T","T","F","F","F","F","F","T","T","T","F","F"
"K115430","T","T","F","T","F","F","F","F","F","F","F","F"
"K203860","T","T","T","F","F","F","F","T","T","T","F","T"
"K236170","T","T","F","T","F","F","F","F","F","F","F","F"
"K236390","T","F","F","T","F","F","F","F","F","F","F","F"
"K236700","T","T","T","F","F","F","F","F","F","F","F","F"
"K235930","T","F","T","T","T","T","F","F","F","F","F","F"
"K203760","T","T","T","F","F","F","F","T","T","T","T","T"
"K235940","T","F","T","T","F","F","F","F","F","T","F","F"
"K203770","T","T","T","T","F","F","F","T","F","T","F","F"
"K153180","T","F","T","T","F","F","F","F","F","F","F","F"
"K235920","T","F","T","T","F","F","F","F","F","F","F","T"
"K235960","T","T","T","F","F","F","F","F","F","F","F","F"
"K235610","T","T","T","F","F","F","F","F","F","F","F","F"
"K153190","T","F","T","T","F","F","F","F","F","F","F","F"
"K235860","T","F","F","F","F","F","F","F","F","F","F","T"
"K203750","T","T","T","T","F","F","F","T","T","T","T","T"
"K115460","T","T","T","F","T","T","T","F","F","F","F","F"
"K203780","T","T","T","T","F","F","F","T","T","T","F","F"
"K235870","T","T","F","T","F","F","F","F","T","T","F","F"
"K236000","T","F","F","T","T","T","F","F","F","F","T","F"
"K235400","T","F","F","F","T","F","F","T","T","F","F","F"
"K153300","T","T","T","F","F","F","F","F","F","F","F","F"
"K235450","T","F","F","F","F","F","T","F","T","F","F","F"
"K203730","T","T","F","T","T","F","T","F","F","T","F","F"
"K128190","T","T","T","T","F","F","F","F","F","F","T","T"
"K235290","T","F","F","F","F","F","F","F","F","T","F","F"
"K235470","T","T","F","T","F","F","F","F","F","F","F","F"
"K203810","T","F","T","T","T","T","F","F","F","F","T","T"
"K128240","T","T","F","T","F","F","F","T","F","T","F","F"
"K203950","T","T","F","T","F","F","F","F","F","F","T","T"
"K153210","T","T","T","T","F","F","T","F","F","F","F","F"
"K108840","T","T","T","T","F","F","F","T","T","F","F","F"
"K203740","T","T","T","T","T","T","F","F","F","F","F","F"
"K235250","T","F","T","T","T","T","T","F","F","F","T","T"
"K235520","T","F","F","F","F","F","F","F","F","F","F","F"
"K236080","T","T","F","T","F","F","F","T","F","T","F","F"
"K236820","T","F","T","T","F","T","T","F","F","F","F","T"
"K235120","T","F","F","F","F","F","F","F","F","F","T","F"
"K203650","T","T","T","T","F","F","F","F","F","F","T","T"
"K235130","T","F","F","T","F","F","F","F","F","F","F","F"
"K203660","T","T","T","F","F","F","F","T","T","T","T","T"
"K153110","T","T","T","T","F","F","F","T","T","F","F","F"
"K235070","T","F","F","F","F","F","F","F","F","T","F","F"
"K235150","T","T","F","F","F","F","F","F","F","F","F","F"
"K234950","T","F","F","F","T","F","F","F","F","F","F","T"
"K153140","T","T","T","T","F","F","F","T","T","F","T","T"
"K234960","T","F","F","F","F","T","T","F","F","F","F","F"
"K203620","T","T","F","T","F","F","F","F","T","F","T","F"
"K128100","T","T","T","T","T","F","F","F","T","F","F","T"
"K203690","T","T","T","T","T","T","T","T","T","T","F","F"
"K235040","T","T","F","T","F","F","F","F","F","F","F","F"
"K235190","T","T","F","T","T","F","F","F","F","F","F","F"
"K234750","T","F","F","F","F","F","F","F","T","T","F","F"
"K203580","T","T","T","T","F","F","F","F","F","F","F","F"
"K234820","T","T","T","F","F","F","F","T","F","T","F","F"
"K203600","T","T","T","T","F","F","F","F","F","F","F","F"
"K128110","T","T","T","T","F","T","F","F","F","F","F","T"
"K234740","T","F","T","F","F","F","F","F","F","F","F","F"
"K234910","T","T","T","F","F","T","F","F","F","F","T","F"
"K203710","T","T","F","T","F","F","F","F","F","F","T","T"
"K153100","T","T","T","T","F","F","F","F","F","F","F","F"
"K234640","T","F","F","F","T","F","T","F","F","F","F","F"
"K153150","T","T","T","T","F","F","F","T","F","T","F","F"
"K108850","T","T","T","T","T","T","T","F","F","F","T","T"
"K203610","T","T","T","T","F","F","F","F","F","F","F","T"
"K234670","T","T","T","F","F","F","F","F","F","F","F","T"
"K234940","T","F","F","F","F","F","F","F","F","F","F","F"
"K235230","T","F","F","F","F","F","F","F","F","F","F","F"
"K234210","T","T","T","F","T","F","T","T","F","T","F","F"
"K203530","T","T","T","F","T","F","T","F","F","F","F","F"
"K234360","T","T","F","F","T","F","F","F","F","F","F","F"
"K203540","T","T","T","T","F","F","F","F","F","F","F","F"
"K128250","T","T","T","T","F","F","F","F","F","F","T","F"
"K234180","T","F","F","T","F","F","F","F","F","T","F","F"
"K234370","T","F","F","T","F","F","F","F","F","F","F","F"
"K233980","T","F","T","F","F","F","F","T","T","F","F","F"
"K153080","T","T","T","T","F","F","F","T","F","T","F","F"
"K234040","T","F","T","F","F","F","F","F","F","F","F","F"
"K203500","T","T","T","F","F","F","F","F","F","T","F","F"
"K115410","T","T","T","T","F","F","F","F","F","F","T","T"
"K203550","T","T","F","T","F","F","T","F","F","F","F","F"
"K234170","T","F","T","T","F","F","T","F","T","T","F","F"
"K234420","T","T","F","F","F","F","F","F","F","F","F","F"
"K233810","T","T","T","F","F","F","T","T","F","F","F","F"
"K153160","T","F","T","F","T","F","T","F","F","F","T","F"
"K233820","T","F","F","T","F","F","F","F","F","F","F","F"
"K153310","T","T","T","F","F","F","F","F","T","T","F","F"
"K115470","T","T","F","T","F","F","F","T","T","F","F","F"
"K233800","T","T","T","F","F","F","F","F","F","F","F","F"
"K233870","T","T","F","T","F","F","F","F","F","F","T","T"
"K203560","T","T","T","T","F","F","F","F","F","F","T","F"
"K128130","T","T","T","T","F","T","T","F","F","F","T","T"
"K203720","T","T","T","T","T","T","T","F","F","F","T","T"
"K153090","T","T","T","T","F","F","F","F","F","F","T","T"
"K105690","T","T","T","T","F","F","F","F","F","F","F","F"
"K203470","T","T","T","T","T","T","T","F","F","F","F","T"
"K203980","T","F","T","T","F","F","F","T","F","T","F","F"
"K233930","T","T","F","T","T","F","T","F","F","F","F","F"
"K234430","T","T","T","F","F","F","F","F","F","F","F","F"
"K235240","T","F","F","T","F","T","F","T","T","F","F","F"
"K236880","T","T","T","F","F","F","F","F","F","F","F","F"
"K233310","T","F","F","F","T","F","T","F","F","F","F","F"
"K203340","T","T","T","T","T","T","F","F","F","F","T","T"
"K233340","T","T","F","T","F","F","F","F","F","F","F","F"
"K203350","T","T","T","T","T","T","T","T","F","T","T","T"
"K153030","T","T","T","T","F","F","F","F","F","F","T","T"
"K233250","T","T","F","T","F","F","F","T","F","F","F","F"
"K233350","T","T","T","F","F","F","F","F","F","F","T","F"
"K233020","T","T","F","T","F","F","F","F","F","F","F","F"
"K153040","T","T","F","F","T","F","T","F","F","F","F","F"
"K233110","T","T","F","T","F","T","T","F","F","F","F","F"
"K203320","T","F","T","T","F","F","F","F","F","T","T","T"
"K128060","T","T","F","F","F","F","F","F","T","T","F","F"
"K203360","T","F","F","F","T","F","F","T","T","T","F","F"
"K233170","T","F","T","T","T","T","F","T","F","T","F","F"
"K233380","T","T","F","T","F","T","T","F","F","F","F","F"
"K232800","T","T","F","T","T","F","F","F","F","F","F","F"
"K203290","T","T","T","T","F","F","F","T","F","T","T","T"
"K232850","T","T","T","T","F","F","F","T","F","T","F","F"
"K203300","T","T","T","T","F","F","F","F","F","F","F","F"
